id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24326482,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.34551,-71.09977,Entire home/apt,298,9,1,2018-10-07,0.09,78,99
24326495,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.34368,-71.10167,Entire home/apt,298,9,0,,,78,99
24331243,Pristine1b1b.Neartransit.FreeParking.SelfCheckIn,31176944,Angeline,,Roslindale,42.28292,-71.11693,Entire home/apt,98,1,68,2019-09-15,4.51,1,59
24335151,Luxury apartment★walk to Fenway Park★Free Parking,138128627,Chenyang,,Fenway,42.34762,-71.10421,Entire home/apt,169,2,9,2018-05-28,0.52,1,0
24336881,Stunning Modern apartment in Back Bay!,167828408,Pasha,,Back Bay,42.35096,-71.08863,Entire home/apt,104,2,93,2019-09-04,5.31,1,20
24338021,Comfortable 1 BD East Boston apartment,183641985,Victor,,East Boston,42.36805,-71.04232,Entire home/apt,250,2,0,,,1,0
24345658,Sleek and Modern Apt in South End,133751742,Ashley,,Roxbury,42.34023,-71.08133,Entire home/apt,150,4,9,2018-08-20,0.59,1,0
24352396,Bright & Relaxing 2 Bedroom Apartment,23787113,Isaac,,Allston,42.34811,-71.13185,Entire home/apt,85,28,78,2019-07-22,4.57,1,255
24356120,COMFORTABLE PLACE IN ROSLINDALE,183787878,Leo,,Roslindale,42.27907,-71.13075,Entire home/apt,100,29,1,2019-06-25,0.33,1,0
24369910,Chic North End Loft in Boston's Little Italy,19406779,Jp,,North End,42.36444,-71.05732,Entire home/apt,124,1,27,2019-09-19,1.95,1,157
24372360,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.3433,-71.10038,Entire home/apt,599,9,2,2018-10-21,0.16,78,99
24378766,Downtown Theater District & Boston Common Park,799496,Kj,,Downtown,42.35271,-71.06369,Entire home/apt,100,2,36,2018-10-28,2.08,3,349
24396040,Modern convenience in central Boston location,8035802,Alicia,,Roxbury,42.32717,-71.09392,Entire home/apt,150,4,3,2019-04-19,0.21,2,0
24397404,Perfect Loft Apartment - Convenient  to Boston.,53168234,Jack,,East Boston,42.37319,-71.03972,Entire home/apt,65,1,2,2018-10-22,0.13,1,96
24397626,Sunny condo on tree-lined street (long-term stay),4482328,Acacia,,Brighton,42.33757,-71.14869,Entire home/apt,179,273,0,,,1,245
24401790,comfortable and cozy,10692181,Francisco,,Jamaica Plain,42.31234,-71.10335,Private room,100,2,45,2019-09-16,2.67,1,155
24403132,Oak Square Whole Apartment,77513461,Christopher,,Brighton,42.35423,-71.17088,Entire home/apt,160,3,39,2019-09-15,2.32,1,8
24409076,Cozy Apt next to Logan Airport - Short/Long Stay,184268616,Daniela,,East Boston,42.39212,-71.002,Entire home/apt,125,1,20,2018-12-11,1.16,1,264
24412927,Cozy Colonial (entire home) near Lower Mills,46315640,Richmond,,Mattapan,42.2757,-71.08792,Entire home/apt,100,2,3,2018-09-03,0.21,2,79
24464154,★Prime studio near Back Bay T! 28 night minimum,47618394,Liesl,,South End,42.34708,-71.07306,Entire home/apt,109,28,82,2019-09-08,4.85,1,147
24464925,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33067,-71.11247,Entire home/apt,199,9,1,2018-05-31,0.06,78,99
24465270,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33023,-71.11291,Entire home/apt,199,9,0,,,78,99
24465886,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33211,-71.11304,Entire home/apt,199,9,1,2018-09-30,0.08,78,99
24466743,"Lux 3BR Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33208,-71.11105,Entire home/apt,239,9,11,2019-07-07,0.67,78,348
24467263,"Lux 3BR Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33011,-71.11145,Entire home/apt,239,9,1,2019-07-02,0.36,78,364
24467656,"Lux 3BR Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33096,-71.11148,Entire home/apt,239,9,9,2019-08-16,0.54,78,364
24469518,"Lux Studio Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33237,-71.11071,Entire home/apt,289,9,0,,,78,95
24470076,"Lux Studio Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33062,-71.11285,Entire home/apt,289,9,0,,,78,95
24470246,Private Room and Bath in a Modern Unit,184827419,Blessing,,Roxbury,42.32353,-71.09098,Private room,45,15,0,,,1,0
24471492,Melville Park Penthouse,10085529,Joshua,,Dorchester,42.29587,-71.06652,Private room,102,2,69,2019-09-16,4.08,1,51
24484501,Top of the World,114515516,William,,Charlestown,42.38111,-71.07878,Entire home/apt,450,2,59,2019-09-17,3.60,1,297
24501001,Hilltop2- 2 doublebeds 4.6m to BCEC nearT freeprk,95762630,Fatima,,Dorchester,42.30275,-71.0632,Private room,64,2,44,2019-08-10,2.55,6,306
24518149,Boston Commons Condos 2BD 2,8534462,Corp Condos & Apts,,Downtown,42.35263,-71.06351,Entire home/apt,400,2,10,2019-04-23,0.62,136,223
24518213,Boston Commons Condos 2BD 1,8534462,Corp Condos & Apts,,Downtown,42.35148,-71.06366,Entire home/apt,400,2,7,2019-02-11,0.42,136,223
24518923,Boston Commons Condos 2BD 4,8534462,Corp Condos & Apts,,Downtown,42.35276,-71.06312,Entire home/apt,400,2,1,2019-08-27,1,136,356
24518974,Boston Commons Condos 2BD 3,8534462,Corp Condos & Apts,,Downtown,42.35305,-71.06299,Entire home/apt,400,2,1,2018-05-20,0.06,136,356
24523214,Hilltop1- Queenbed 4.6m to D-Town Steps 2T freeprk,95762630,Fatima,,Dorchester,42.30239,-71.06365,Private room,50,2,34,2019-09-17,1.98,6,348
24540681,"Lux 3 bedroom apt at Emerson Place w/gym, wifi",9419684,Mike,,West End,42.36472,-71.06834,Entire home/apt,599,9,5,2018-10-01,0.32,78,89
24540981,"Lux 2 bedroom apt at Emerson Place w/gym, wifi",9419684,Mike,,West End,42.36567,-71.06945,Entire home/apt,699,9,0,,,78,98
24563107,Sunny 2 Bedroom by Charles River,20079643,Boston Corporate Housing,,West End,42.36543,-71.06882,Entire home/apt,300,20,0,,,19,84
24598387,"Beautiful, spacious South Boston Condo, Near T",1788949,Greg,,South Boston,42.33041,-71.05528,Entire home/apt,240,2,110,2019-09-18,6.45,1,97
24598890,Yellow Quiet room,27871799,Althea,,Mattapan,42.27508,-71.07696,Private room,65,1,23,2019-08-24,1.41,6,337
24599025,安静阳光的独立卧室,25887440,Nemo,,Brighton,42.34016,-71.15292,Private room,45,4,2,2018-05-28,0.12,1,0
24600107,Entire Home in JP! Perfect for families!,13960633,Charles,,Jamaica Plain,42.29861,-71.10933,Entire home/apt,400,2,7,2019-07-05,0.43,2,27
24606768,My cozy place in Back Bay,64289615,Tomi,,Back Bay,42.35148,-71.08878,Entire home/apt,300,2,7,2018-08-19,0.48,1,0
24619508,"Hidden Gem near T-Station, Beach & Downtown",103025533,Angelica,,Dorchester,42.31387,-71.05543,Entire home/apt,150,2,56,2019-09-08,3.41,1,220
24623314,High-End Boston 2BR Apt + Upscale Amenities!,30283594,Kara,,West End,42.36431,-71.06911,Entire home/apt,289,10,0,,,100,362
24623318,Boston Furnished 3BR Apt Close to Transportation!,30283594,Kara,,West End,42.36612,-71.06806,Entire home/apt,319,9,2,2019-06-24,0.19,100,353
24623322,Magnificent Boston 3BR Apt - West End!,30283594,Kara,,West End,42.36451,-71.06852,Entire home/apt,309,9,3,2019-04-02,0.29,100,353
24623340,#bbs Boston Modern  3BR Apt - Centrally Located,95459395,Bluebird,,West End,42.36612,-71.0682,Entire home/apt,349,9,2,2018-11-03,0.18,104,293
24626249,Medical 2 BR Apt at Boston + Upscale Amenities!,163251048,Jen,,West End,42.36555,-71.06995,Entire home/apt,299,3,0,,,56,362
24626250,Medical 3BR Apt at Boston Close to Transportation!,163251048,Jen,,West End,42.3652,-71.06947,Entire home/apt,329,3,0,,,56,184
24626252,Magnificent Medical 3BR Apt at Boston,163251048,Jen,,West End,42.36419,-71.06921,Entire home/apt,319,3,2,2019-06-02,0.18,56,353
24628253,"Beautiful ,Cozy & Convenient private room",39559135,Merrelin,,Charlestown,42.37992,-71.0721,Private room,102,1,17,2019-03-30,1.11,1,0
24633212,Clean room near Longwood,80570686,Siena,,Mission Hill,42.332,-71.10239,Private room,80,2,33,2019-08-27,2.00,4,155
24644312,Convenient Transportation Suburb Boston Room,186235436,Yanlin,,West Roxbury,42.27527,-71.16836,Shared room,50,3,10,2019-06-15,0.63,2,357
24645479,Spacious sun-filled room near Longwood,80570686,Siena,,Mission Hill,42.3323,-71.10173,Private room,90,2,9,2019-08-12,0.60,4,0
24647800,Large room with views and private bath,80570686,Siena,,Mission Hill,42.33156,-71.10059,Private room,130,2,12,2019-06-12,0.73,4,163
24648787,Spacious private bedroom in modern Brownstone,36650837,Alex,,Mission Hill,42.33347,-71.10119,Private room,86,1,40,2019-08-04,2.37,2,361
24649082,Private room in modern brownstone next to Longwood,36650837,Alex,,Mission Hill,42.33423,-71.10122,Private room,67,1,48,2019-09-09,2.84,2,351
24668343,Heart of Boston,26916066,Adel,,Back Bay,42.34338,-71.082,Private room,100,2,35,2019-03-16,2.30,1,0
24694003,Luxury City View Apartment with Great Amenities,37673574,Jessica,,South Boston Waterfront,42.35212,-71.04402,Entire home/apt,399,1,74,2019-09-08,4.33,9,161
24697247,One bedroom townhouse,17329570,Than,,Dorchester,42.29767,-71.05601,Entire home/apt,100,2,2,2018-05-21,0.12,1,0
24698814,Beautiful  private Room /temperpiedic bed.,125741990,Fati,,Roslindale,42.29244,-71.11953,Private room,66,1,78,2019-09-15,4.72,1,0
24709494,Spacious one bedroom apartment in Boston,7985329,Ali,,Allston,42.34684,-71.13473,Entire home/apt,111,2,1,2018-05-28,0.06,2,0
24715104,One of Boston’s most vibrant neighborhoods!,156800089,George,,Dorchester,42.31795,-71.05499,Entire home/apt,75,1,31,2019-01-03,1.89,1,0
24729903,Sunny Spacious Jamaica Plain Two bed home,51137683,Sean,,Jamaica Plain,42.31494,-71.09975,Entire home/apt,120,5,7,2018-08-09,0.43,2,0
24731145,Fantastic Jamaica Plain 4BR/2b Walk to everything,6896299,Valerie & Jonathan,,Jamaica Plain,42.3073,-71.11892,Entire home/apt,335,5,7,2019-08-24,0.47,1,79
24736163,Home sweet home in beautiful Boston,83235610,Anthony,,West End,42.36431,-71.0648,Entire home/apt,150,1,14,2018-07-15,0.85,1,0
24749244,"Stylish Downtown Studio in the SouthEnd, C.Ave# 24",22348222,Maverick,,South End,42.34488,-71.07579,Entire home/apt,150,1,34,2019-09-12,2.15,54,365
24756613,"PERFECT for SUMMER w/ AC, only 3 min WALK to train",156053359,Ken,,Dorchester,42.29185,-71.06633,Private room,45,14,14,2019-08-31,0.89,8,286
24768490,Spacious & Convenient Boston/Longwood Medical,84144857,Maren,,Mission Hill,42.33066,-71.10087,Private room,60,4,2,2018-06-30,0.12,1,0
24768622,2bd Boston apartment 20 min to downtown,16052189,Jonathan,,Hyde Park,42.23722,-71.13291,Entire home/apt,68,30,0,,,8,269
24770340,(M4A) Gorgeous Downtown Apartment!,21184200,Airbnb,,Downtown,42.35884,-71.05454,Entire home/apt,399,1,59,2019-09-08,3.58,27,31
24783227,"Sunny ocean-view suite nr subway w/kitchen, bathr.",9898255,Jessica,,Dorchester,42.31491,-71.06243,Entire home/apt,120,2,65,2019-09-08,3.91,5,334
24793868,NEW! Renovated Allston Studio,85143743,Emily,,Allston,42.34923,-71.13144,Entire home/apt,95,1,73,2019-09-08,4.49,2,29
24796281,"Cozy & Quiet 
Near Ashmont station 
W/Off St Pk",18896772,Karlena,,Dorchester,42.28036,-71.06945,Entire home/apt,80,2,54,2019-09-16,3.42,1,59
24809758,"Brighton, MA Guesthouse for rent, Unit 2 (2nd Fl)",166004722,Wang,,Brighton,42.356,-71.15674,Private room,50,30,5,2019-06-30,0.31,5,276
24809947,Beautiful Apartment with a View,16541124,Ray,,East Boston,42.38066,-71.03196,Entire home/apt,170,1,42,2019-09-01,2.54,5,64
24825705,★Iconic South Boston 4BR w/2 Bath★Close to T,187675813,Miya,,South Boston,42.3297,-71.05583,Entire home/apt,350,1,85,2019-09-20,5.43,9,297
24826742,Parker Hill 110 | 2BR 1.5BA | Single Family House,71783,Lance,,Mission Hill,42.32972,-71.10843,Entire home/apt,175,2,38,2019-09-04,2.29,25,270
24829523,3 br town home in quaint neighborhood of Boston,79660976,Hillary,,Mattapan,42.27241,-71.07335,Entire home/apt,100,2,16,2019-09-09,0.98,1,353
24845439,Boston Home Great Location,187813188,Booker,,Jamaica Plain,42.31444,-71.10122,Private room,75,1,117,2019-09-15,7.08,2,170
24847888,★South Boston's Finest★ 5BR w/3 Bath Close to T,187675813,Miya,,South Boston,42.33107,-71.05447,Entire home/apt,450,1,81,2019-09-18,5.03,9,269
24862997,Brigham Circle Boston Original Super microApt,187954737,Yelena,,Mission Hill,42.3322,-71.10656,Entire home/apt,79,1,6,2018-07-12,0.36,1,0
24865433,Large Comfortable Two Bedroom By Charles River,20079643,Boston Corporate Housing,,West End,42.36418,-71.06952,Entire home/apt,280,20,5,2019-07-08,1.09,19,79
24868058,Bright and Airy Top floor Apartment in JP,5947892,Dasha,,Jamaica Plain,42.31907,-71.10849,Entire home/apt,150,2,11,2019-08-11,0.72,1,0
24885249,Beautiful One Bedroom in Heart of Beacon Hill (2),16957547,Rahul,,Beacon Hill,42.36006,-71.06831,Private room,130,1,3,2018-10-07,0.24,2,101
24909410,"Beautiful 2 Bed 2 Bath, River view near TD Garden",182778270,Muzammil,,Downtown,42.36639,-71.06235,Entire home/apt,250,3,13,2018-08-26,0.78,1,0
24912611,"2 BD, Back Bay apartment *Roof Top Lounge!!!",95459395,Bluebird,,Back Bay,42.34596,-71.07956,Entire home/apt,499,9,3,2019-09-08,0.34,104,190
24913828,"Beachside, Savin Hill",14234007,Kurt,,Dorchester,42.30845,-71.05065,Private room,125,1,42,2019-09-16,2.78,1,152
24914199,Quiet and Clean South End Studio!! Top Floor,76545076,Taylor,,South End,42.33949,-71.07664,Entire home/apt,150,1,23,2019-09-02,1.93,13,0
24914428,5⭐ French Countryside Couples Getaway + Parking,11410590,Nika & Tony,,Charlestown,42.37298,-71.0634,Entire home/apt,125,1,70,2019-08-29,4.28,5,135
24914518,"Cozy Apt 2 near BC,BU w/parking and keyless entry",156907137,Murat,,Brighton,42.34664,-71.16649,Entire home/apt,100,1,95,2019-09-20,5.73,3,53
24916564,Cheery South End Studio!!,76545076,Taylor,,South End,42.34244,-71.07546,Entire home/apt,120,1,67,2019-09-07,4.29,13,0
24916747,Beautiful BRIGHT South End Studio!!!,76545076,Taylor,,South End,42.34061,-71.0753,Entire home/apt,150,1,44,2019-08-24,2.85,13,321
24916959,BRIGHT South End Studio!!,76545076,Taylor,,South End,42.34066,-71.07577,Entire home/apt,170,1,27,2019-05-22,1.78,13,0
24918538,Cozy & Convenient 1.31,78962454,Micah,,Roxbury,42.32062,-71.08206,Private room,53,1,117,2019-08-27,7.02,25,80
24918546,Cozy & Convenient 2.31,78962454,Micah,,Roxbury,42.32064,-71.07978,Private room,43,1,86,2019-08-20,5.17,25,60
24935629,Luxury Medical 2BR with designer finishes,163251048,Jen,,Downtown,42.36399,-71.05975,Entire home/apt,299,3,0,,,56,341
24940276,Bed and breakfast close to Downtown,188551199,Olga,,Dorchester,42.32748,-71.06035,Private room,209,1,19,2019-06-09,1.18,7,361
24940322,Room up to 5 guests with FREE Breakfast,188551199,Olga,,Dorchester,42.32823,-71.05913,Private room,199,1,36,2019-08-22,2.22,7,354
24940375,Room with FREE breakfast and parking,188551199,Olga,,Dorchester,42.32683,-71.05888,Private room,199,1,38,2019-08-10,2.35,7,359
24940413,Room with FREE breakfast close to Downtown Boston,188551199,Olga,,Dorchester,42.32752,-71.06042,Private room,219,1,7,2019-05-18,0.50,7,365
24940427,2 spacious rooms with jacuzzi and hot breakfast,188551199,Olga,,Dorchester,42.32737,-71.05839,Private room,249,1,11,2019-08-05,0.72,7,133
24940510,Boston Commons Condos Studio 1,8534462,Corp Condos & Apts,,Downtown,42.3519,-71.06378,Entire home/apt,199,2,12,2019-08-28,0.74,136,199
24944280,Boston Commons Condos 1BD 1,8534462,Corp Condos & Apts,,Downtown,42.35092,-71.06547,Entire home/apt,199,2,12,2019-05-05,0.78,136,206
24944512,Boston Commons Condos Studio 2,8534462,Corp Condos & Apts,,Downtown,42.35172,-71.06411,Entire home/apt,199,2,16,2019-07-21,1.01,136,215
24944930,Shelly's Place Cozy,139072570,Lance And Shelly,,East Boston,42.38167,-71.02265,Private room,65,1,178,2019-09-06,10.92,5,216
24945336,Boston Commons Condos 1BD 4,8534462,Corp Condos & Apts,,Downtown,42.35173,-71.06364,Entire home/apt,199,2,19,2019-08-26,1.24,136,216
24945374,Boston Commons Condos 1BD 2,8534462,Corp Condos & Apts,,Downtown,42.35162,-71.06505,Entire home/apt,199,2,4,2018-10-17,0.31,136,188
24945415,Boston Commons Condos Studio 4,8534462,Corp Condos & Apts,,Downtown,42.35115,-71.06487,Entire home/apt,199,2,13,2019-06-12,0.79,136,217
24965808,Room A: Big Old Home in Dorchester,90687632,Crystal-Grace,,Dorchester,42.28573,-71.08572,Private room,21,30,11,2018-10-22,0.69,4,170
24969391,Plush large private bedroom,40973787,Vanessa,,Dorchester,42.2877,-71.06217,Private room,64,2,1,2018-05-29,0.06,3,0
24969609,Beautiful Private Two Bedroom Apt in Boston,33131531,ChiChi,,Brighton,42.33902,-71.14913,Entire home/apt,155,7,0,,,3,0
24971621,Brand new basement with convenient transportanion,186235436,Yanlin,,West Roxbury,42.27538,-71.16855,Private room,80,2,22,2019-09-01,1.35,2,325
24983583,Boston Commons Condos 2BD/2BA 4 F,8534462,Corp Condos & Apts,,Downtown,42.35657,-71.05976,Entire home/apt,400,2,24,2019-07-07,1.53,136,356
24992422,Luxurious Home in Boston's Historic Charlestown,188938217,Katherine And Dan,,Charlestown,42.37776,-71.06166,Entire home/apt,189,2,79,2019-09-13,4.90,1,87
24996077,Beautiful Ashmont Victorian,40973787,Vanessa,,Dorchester,42.28941,-71.06258,Entire home/apt,124,4,21,2018-08-26,1.33,3,0
25002829,Room B: Big Old Home in Dorchester,90687632,Crystal-Grace,,Dorchester,42.28603,-71.08539,Private room,32,30,18,2019-03-30,1.11,4,93
25003001,Room C: Big Old Home in Dorchester,90687632,Crystal-Grace,,Dorchester,42.28471,-71.08505,Private room,32,30,18,2018-11-02,1.15,4,152
25013220,3rd floor 2 Bedroom with priv parking near airport,45993690,Daniel,,East Boston,42.37799,-71.03242,Entire home/apt,149,2,49,2019-08-26,2.98,3,45
25013408,Luxurious 16H Villa near Harvard University,14785487,Aihua,,Allston,42.35849,-71.13499,Entire home/apt,600,4,7,2019-06-22,0.55,7,354
25025114,Perfect for Summer with cool A/C LARGE 1200 sqft,156053359,Ken,,Dorchester,42.29136,-71.06651,Private room,175,14,9,2018-08-24,0.58,8,22
25055618,H1@Sunny and Quiet room in Boston/Brighton Center,82946167,Yuan,,Brighton,42.35219,-71.15368,Private room,45,14,7,2019-08-23,0.53,3,75
25071565,!!New!! Modern 2 Bedroom. ChinaTown!! #BBS,95459395,Bluebird,,Chinatown,42.35158,-71.06178,Entire home/apt,789,9,0,,,104,362
25079212,Brigton/Allston peaceful home close to Harvard BU,77158766,Eunice,,Brighton,42.36092,-71.14381,Private room,40,6,1,2018-12-12,0.11,6,284
25079379,Inviting 1 Bedroom South End,71536024,Hussein,,Back Bay,42.3444,-71.08173,Entire home/apt,159,1,66,2019-08-27,4.04,3,0
25085955,The Irish Castle on Bunker Hill ~,1742215,Jesse,,Charlestown,42.37567,-71.06117,Private room,99,1,41,2019-06-24,2.50,1,164
25107932,Cozy Bedroom around Fenway Park,167309742,Gao,,Fenway,42.3442,-71.09372,Private room,50,7,5,2018-08-01,0.32,1,0
25114970,"Bright, Bay Village Penthouse",169338237,Samantha,,Bay Village,42.34987,-71.06898,Private room,150,1,7,2018-06-29,0.45,1,0
25126538,Medical 2BR Apt Near Boston Children's Hospital!,163251048,Jen,,Mission Hill,42.33096,-71.11258,Entire home/apt,289,3,0,,,56,354
25158106,Magnificent Furnished Medical 2BR Apt at ChinaTown,163251048,Jen,,Chinatown,42.35161,-71.06112,Entire home/apt,599,9,0,,,56,332
25179090,Sunfilled Beautiful Apartment in Boston,131288031,Arash,,Brighton,42.34553,-71.15209,Entire home/apt,140,3,0,,,3,0
25220576,Your urban oasis on Craft,9806511,Chelsea,,Jamaica Plain,42.29576,-71.11497,Entire home/apt,171,1,1,2018-05-20,0.06,1,0
25227631,Unique & Charming Pocket of Beacon Hill,190608643,Brittany,,Beacon Hill,42.35977,-71.06788,Private room,225,1,10,2018-10-17,0.70,1,0
25231332,Jamaica Plain / Stony Brook / Rm. 2 w/ PrivateDeck,12521814,Nav,,Jamaica Plain,42.31674,-71.10393,Private room,85,1,8,2019-08-14,0.49,18,356
25231740,Quiet Harborside Home,2500279,Becky,,East Boston,42.36594,-71.03248,Entire home/apt,131,2,17,2019-07-29,1.05,1,0
25236619,Boston Public Garden View Brownstone,27075316,Lynne,,Beacon Hill,42.3565,-71.07132,Entire home/apt,250,30,1,2018-10-27,0.09,1,140
25253044,Modern Boston Gem with Private Rooftop Deck,6934981,Mary,,East Boston,42.36744,-71.0313,Entire home/apt,199,2,24,2019-09-06,1.48,1,131
25266010,"Private room&bath,ctr air,5 min to T,  to downtown",147658152,Jill,,Brighton,42.3446,-71.16945,Private room,63,30,17,2018-08-21,1.07,1,3
25270112,"Boston Charm - Downtown Crossing - 2 Bed, 1 Bath",11272292,Talal,,Downtown,42.35387,-71.06144,Entire home/apt,277,1,47,2019-09-01,3.09,6,0
25275104,Entire apartment- great location,58848986,Kevin,,Brighton,42.33766,-71.14637,Entire home/apt,105,2,10,2018-07-30,0.62,1,0
25284444,*COLUMBUS DAY SPECIAL!!!! BOSTON W/VIEW OCT 5-12,44283010,Ellen,,Downtown,42.35803,-71.05377,Private room,250,7,1,2018-10-11,0.09,1,0
25293765,Great spot in a quiet South Boston neighborhood,191065346,Matt,,South Boston,42.33275,-71.03322,Private room,86,4,2,2018-06-01,0.13,1,0
25296266,QUIET Gem in the North End!,19867583,Jewon,,North End,42.36455,-71.05591,Private room,100,2,35,2019-09-15,2.25,1,6
25324358,"The Small room Aka ""The Affordable room""",20672298,Ikem,,Hyde Park,42.26412,-71.1215,Private room,25,5,8,2019-03-05,0.52,2,20
25326962,"Clean, comfy room with excellent location@1",183805757,Claire,,East Boston,42.36791,-71.03804,Private room,80,2,105,2019-09-03,6.51,4,48
25328440,"Clean, comfy room with excellent location@2",183805757,Claire,,East Boston,42.36927,-71.038,Private room,80,2,111,2019-09-04,6.89,4,66
25335040,Modern Room Fully finished,52870871,Henry,,Roxbury,42.32799,-71.0793,Private room,45,31,12,2019-06-09,0.76,2,233
25347070,Cozy room in Allston,62457579,David,,Allston,42.35985,-71.13527,Private room,56,1,0,,,2,0
25350460,Modern 2 Bed & 1 Bath Apt @Kendall Sq,28749942,Renata,,West End,42.36229,-71.07039,Entire home/apt,299,1,2,2018-08-08,0.13,13,19
25377418,Mission Hill Escape,32264594,Timothy,,Mission Hill,42.33308,-71.10279,Entire home/apt,500,2,26,2019-09-21,1.83,1,148
25382635,Cozy Room at Kendall Square,28749942,Renata,,West End,42.36205,-71.06919,Private room,99,1,70,2019-08-10,4.35,13,75
25382895,Modern Room @ Kendall Square/MIT,28749942,Renata,,Beacon Hill,42.36064,-71.07003,Private room,99,1,44,2019-08-10,2.98,13,82
25416313,"Newly renovated, Best Location CENTER of Boston",156053359,Ken,,Dorchester,42.29193,-71.06638,Private room,50,4,7,2019-08-27,0.46,8,325
25445876,Entire Apartment - 3 BD/LV/KT/1Bth 整套独立公寓/3睡房/1卫,108778022,Ye,,West Roxbury,42.2734,-71.14957,Entire home/apt,150,1,25,2019-08-21,1.77,5,112
25449773,Large Airy Home in Ideal Jamaica Plain Location,13922362,Jaime,,Jamaica Plain,42.31791,-71.1102,Entire home/apt,255,3,1,2018-06-30,0.07,1,197
25451239,Spacious 1BR condo in prime South Boston location!,191977172,Andrew,,South Boston,42.33654,-71.0468,Entire home/apt,150,1,8,2018-08-13,0.52,1,0
25455523,Deluxe Family Home Pondside JP,12150111,A And L,,Jamaica Plain,42.31238,-71.11762,Entire home/apt,575,3,3,2019-05-20,0.24,3,0
25466363,Pet Friendly - Private 1 Bedroom in Boston!,154824537,Shivam,,Brighton,42.34443,-71.1441,Private room,90,7,0,,,1,0
25475789,New Private Bedroom w/ Private Bath!,192277512,Bharti,,Dorchester,42.32197,-71.06041,Private room,100,1,13,2019-09-07,0.82,2,88
25476466,RIVER LOCATION AND CITY VIEWS-SAFE CITY LOCATION!,9529655,Suzanne,,Fenway,42.35063,-71.09571,Entire home/apt,188,10,0,,,4,362
25484272,Comfy Apartment for Boston Visitors,160510889,Owen,,Brighton,42.34481,-71.14448,Private room,42,1,13,2018-08-18,0.83,1,0
25486049,Luxury Studio in the heart of the City,19416675,Marzieh,,Fenway,42.345,-71.08793,Entire home/apt,198,3,3,2018-09-20,0.21,1,0
25511794,Monument Square | 3BR 2.5BA | Bunker Hill,71783,Lance,,Charlestown,42.37746,-71.06099,Entire home/apt,200,30,8,2018-12-24,0.59,25,264
25520363,A true “home away from home”,4842537,Haim,,Brighton,42.34543,-71.13703,Entire home/apt,255,1,41,2019-08-17,2.60,1,150
25549750,"Huge, beautiful 4BR+ home, downtown location",3887707,Emily,,Roxbury,42.32158,-71.09196,Private room,200,2,6,2019-08-27,0.38,2,0
25576444,SouthEnd Eagles Nest,34719298,Michael,,South End,42.34105,-71.07793,Entire home/apt,175,2,44,2019-09-15,2.80,1,32
25585713,"FAMILY FRIENDLY,  park adjacent, spacious JP home",449295,Dorothy & Seth,,Jamaica Plain,42.31009,-71.09879,Entire home/apt,75,2,11,2019-04-16,0.70,3,1
25612002,Cozy Studio in the South End,71536024,Hussein,,Back Bay,42.34308,-71.08276,Entire home/apt,149,1,82,2019-08-25,5.16,3,0
25612878,JP Cozy Room,192858533,Gavin,,Jamaica Plain,42.31946,-71.10999,Private room,200,1,2,2018-06-15,0.13,1,173
25680611,Cozy Room on Cul de Sac,56392214,Daniel,,Jamaica Plain,42.30482,-71.1167,Private room,80,2,30,2019-08-23,1.97,1,162
25685344,43' Motor Yacht in Boston Harbor,316958,Maria,,Charlestown,42.37191,-71.04987,Entire home/apt,300,2,12,2019-08-25,0.80,1,327
25741105,2 bedroom with private bath in Southie!,99396351,Nick,,South Boston,42.33338,-71.05473,Private room,150,1,14,2019-09-07,1.05,2,80
25748121,"Bedroom-Queen bed, Walk to T, Free WiFi&Parking",43544288,Susan,,Dorchester,42.28373,-71.07154,Private room,49,1,21,2019-07-28,1.35,19,362
25770647,"Naturally Lit, Modern Loft in Heart of Downtown!",1911807,Kelly & Chris,,Downtown,42.35625,-71.06199,Entire home/apt,225,2,72,2019-09-13,4.61,2,267
25775084,Comfortable & Convenient in Boston w Free Parking!,62852803,Tina,,West Roxbury,42.28234,-71.168,Private room,75,1,26,2019-08-11,1.66,1,315
25785557,Jamaica Plain Area Boston/ Stony Brook Room 3 of 5,12521814,Nav,,Jamaica Plain,42.31538,-71.10318,Private room,68,1,8,2019-08-01,0.57,18,356
